ORCH_1_Dstop,ORCH_1_Drestart,ORCH_1_Fstop,ORCH_1_Frestart,PSCS__TAU,HUM_1_VEL,HUM_2_VEL,HUM_1_FW,HUM_1_FTG,HUM_2_FW,HUM_2_FTG,HUM_2_POS,ROB_1_VEL,ROB_1_CHG,PRSCS_LOWER_BOUND,PRSCS_UPPER_BOUND,FTG_HUM_1,FTG_HUM_2
6.069873468173705,2.510908614585683,0.5409301818839287,0.35613470662050306,337,50.74276469893975,64.3890457163653,distr,e/u,foc,y/u,"4378.32, 314.10",88.15721399051662,11.559583067525548,0.00358196,0.102241,0.8099+-0.0199,0.4250+-0.4250
6.142077198567038,3.2940435245432504,0.6242657162278497,0.39678123274383714,584,44.764209087424724,40.32897149503432,distr,e/u,free,e/s,"2402.66, 357.48",42.7758679230053,11.450359028945153,0.0,0.0981446,0.9370+-0.0129,0.0000+-0.0000
6.359203539515485,2.2737803672035724,0.7013221558757582,0.3189690812462216,453,89.4239571479456,32.87948830605904,distr,e/s,free,e/s,"81.98, 290.44",73.06902133589163,11.1635599211491,0.0,0.0981446,0.1828+-0.0320,0.4641+-0.0027
7.376031573394759,2.126692146935086,0.5244230837877651,0.32112244140844004,452,45.774193516641965,76.09098263797095,foc,e/s,foc,y/u,"2218.50, 424.04",45.9853350467378,11.13368772666501,0.0,0.0981446,0.3959+-0.0019,0.6833+-0.0000
5.677883131955563,2.363123420901816,0.7228342823521076,0.2315348024505934,460,67.00716054364557,47.20952671893433,free,y/s,foc,y/s,"3729.10, 776.34",73.51702534747459,12.393293843912737,0.901855,1.0,0.1127+-0.0517,0.1495+-0.0125
6.557546702076382,3.605011471825897,0.7709535764353814,0.2462587456971945,466,46.85087568234833,72.77243929110601,distr,e/h,distr,e/u,"285.10, 284.83",76.45683131047203,11.267547172441724,0.725308,0.825123,0.0272+-0.0006,0.7712+-0.0200
7.4950075660102184,3.47884977048638,0.612392820062432,0.24389325895567227,443,76.89684868575576,72.18694747313067,free,y/u,distr,y/u,"1184.44, 266.72",56.57301979694471,11.195726456193311,0.0,0.0981446,0.7851+-0.0027,0.5537+-0.0144
7.2608349263111265,3.9113164431329377,0.7644141086309542,0.26003723493832953,685,37.59989403631903,70.0093074204632,free,y/h,foc,e/h,"4383.20, 443.69",92.40142306346729,11.927246685169722,0.901855,1.0,0.0576+-0.0002,0.0314+-0.0026
7.1588161849276535,4.32300670029912,0.5991118608285554,0.3373689510366918,651,57.13740131949382,82.51320742920122,distr,y/h,distr,e/u,"2498.79, 258.92",49.470543646401474,11.437100386605199,0.445099,0.545024,0.0219+-0.0007,0.7180+-0.0247
5.65811683664922,4.412860453486095,0.5647201779158151,0.2348154184070547,512,86.91726570698292,44.74983085406009,distr,y/s,distr,e/u,"2345.48, 673.92",94.31997356563934,12.102389656378449,0.176811,0.276565,0.0490+-0.0012,0.8180+-0.0785
6.827127160236846,3.9623763259818006,0.5888249788099024,0.11553856769621305,455,50.40022864970943,78.48486036063593,distr,y/h,distr,y/u,"3655.53, 287.42",30.689133673218265,11.878405161111804,0.0885171,0.188298,0.0280+-0.0031,0.3623+-0.3623
6.007908450050006,3.9369793270964797,0.5085409728932574,0.2207882763195843,535,62.33912220763616,48.24597846795284,free,e/s,foc,e/s,"1859.58, 291.56",51.715281723163514,11.527221607979659,0.901855,1.0,0.3404+-0.0003,0.1892+-0.0000
6.755858658200324,2.879227710338414,0.7589387800088112,0.2939751555929069,295,38.884322788582764,32.94638173626287,free,e/h,foc,e/s,"2564.09, 286.38",83.45074343355938,11.872535596164402,0.901855,1.0,0.0458+-0.0009,0.3884+-0.0046
7.438828581839163,2.2702518466001473,0.509153581687,0.18638347528565685,374,33.903627581366486,45.85332077460275,distr,e/u,distr,e/u,"1184.57, 794.02",92.41460477949954,11.606959785316457,0.0,0.0981446,0.9809+-0.0082,0.0000+-0.0000
7.394394584901259,4.477513774996216,0.7947361618872728,0.3243289556231016,385,71.111414640716,73.42526419002397,foc,e/u,foc,y/h,"3074.92, 439.39",41.09742865104555,11.769693158582953,0.0651433,0.16499,0.9807+-0.0040,0.0259+-0.0002
5.300919555611032,3.229681038475612,0.5180653794376691,0.10638440201155784,570,95.67417021207835,58.40298185313502,foc,y/h,foc,e/h,"2502.82, 629.61",64.84312403201835,12.226304824546997,0.000468738,0.0989152,0.0852+-0.0000,0.0000+-0.0000
6.560643016866107,4.365843954019015,0.5497055860667556,0.3152200418896853,533,78.86174871825736,44.28019633678141,distr,e/s,free,e/s,"3970.49, 278.54",67.9942188808309,11.982444464262901,0.387386,0.487301,0.1981+-0.0438,0.3986+-0.0030
6.9681960950749104,2.083874317746716,0.6219706712499586,0.25755752322146264,586,39.32765750354561,63.286576548427774,distr,y/h,foc,y/s,"1104.95, 209.46",42.98583556060525,11.382445178590093,0.87865,0.978536,0.0383+-0.0016,0.0803+-0.0033
6.354871996127283,2.4206040451465256,0.778718211385415,0.39564020470318195,633,81.59800226614473,80.86118193909408,distr,e/u,free,y/h,"1237.32, 781.33",30.152564363532345,11.469905358750562,0.0,0.0981446,0.9725+-0.0025,0.0032+-0.0032
7.106063425490527,3.051381983317969,0.6213778779903307,0.16642937873299274,490,92.59969253836141,39.008317230560934,foc,y/u,free,e/u,"3190.24, 213.95",58.14407099389483,11.263032494757342,0.702436,0.802418,0.8885+-0.0000,0.4100+-0.4100
5.64438347213573,3.3142113256838988,0.5668945544762165,0.24119986772688287,418,94.90703290304269,80.36066170273247,free,e/h,foc,e/s,"574.32, 269.05",94.50216185463508,11.883981611803806,0.901855,1.0,0.0260+-0.0036,0.1455+-0.0064
6.176684153052196,3.041843922639703,0.5793901496463255,0.24641408144010965,465,30.412899957976254,91.95960673340653,foc,e/u,free,y/h,"2872.18, 291.21",55.40257043617376,11.881113479530889,0.0,0.0981446,0.6113+-0.0000,0.0000+-0.0000
5.295999235539678,3.156150532458099,0.7634647222941726,0.1552550883632148,413,85.78586115338831,62.527056289669275,free,e/s,distr,e/h,"2494.95, 262.06",40.839337313766336,11.353852499792875,0.0,0.0981446,0.6303+-0.0000,0.0000+-0.0000
6.852847901769416,3.909672914232928,0.7266939068970071,0.33464025415927906,321,91.42919706034957,47.45443260530128,foc,y/s,foc,y/u,"1432.65, 718.97",86.91673361514245,11.205918946044838,0.901855,1.0,0.1250+-0.0080,0.6320+-0.0000
5.403953616235487,3.3761676015066904,0.6923196070554597,0.3560859026512083,618,78.24394247453783,94.21633643362786,distr,e/s,free,e/u,"301.38, 213.47",44.311283203247804,11.987365827038804,0.121814,0.221635,0.4786+-0.0549,0.8378+-0.0000
5.432170047268204,3.9881400721231115,0.7565930219573105,0.33013183236800414,607,89.2887872024056,49.18144766975395,free,y/h,distr,y/s,"2247.61, 394.36",46.01058661476391,12.383011946510123,0.0,0.0981446,0.0906+-0.0000,0.0000+-0.0000
7.280325600727905,2.717157019226061,0.6717303729968863,0.16169202354571788,474,64.64961269714595,86.04888475891798,foc,e/u,distr,y/u,"1491.95, 435.43",60.672110130530854,11.630524244846484,0.0,0.0981446,0.7939+-0.0024,0.0000+-0.0000
6.128054400099452,2.9694815088099324,0.6469838107441637,0.2967378407785725,460,44.54015743950646,94.71756434056954,distr,e/u,free,e/h,"3009.44, 337.62",81.5180692137809,11.228432542553447,0.0,0.0981446,0.9614+-0.0271,0.0000+-0.0000
5.036355664280701,2.1720544478816057,0.5912391180243018,0.21105701502636182,514,77.8307591008622,78.61741792896373,free,y/u,foc,y/h,"4307.52, 210.59",78.33499849008885,12.338632561016901,0.000468738,0.0989152,0.7962+-0.0159,0.0375+-0.0002
5.6197138521858365,2.1650458459235664,0.7887208568429473,0.23377159366031983,434,41.331569972454886,56.44554101484816,free,e/s,free,y/s,"1430.58, 418.40",37.94589820532948,11.257779601020903,0.901855,1.0,0.4444+-0.0003,0.1095+-0.0266
6.695476555872388,3.083802827505182,0.6144941116529422,0.3802537996612856,294,79.0521346260602,45.9335301058005,distr,y/s,distr,e/u,"883.63, 695.81",64.45721742277891,11.550488244198972,0.0169465,0.116203,0.0631+-0.0631,0.8297+-0.0301
6.76642573690928,3.6777468231781203,0.716234705553276,0.26390312897213186,391,69.32917104298608,75.31389544468925,foc,y/u,free,y/s,"3340.88, 222.28",78.12688978404577,11.770443261290795,0.345654,0.445587,0.8379+-0.0969,0.1267+-0.0168
5.966531077835625,2.7789705274449084,0.7249313347944855,0.12057023641859785,440,51.097739227477476,33.067839380401566,free,y/s,foc,y/u,"4377.84, 358.82",32.304135320151154,11.832824954146131,0.0,0.0981446,0.3180+-0.1518,0.9844+-0.0000
7.133849822836989,2.0460196971141156,0.6722500443431392,0.32934227240334996,459,57.12946802357718,48.07700776516379,free,e/h,foc,e/u,"1941.10, 236.23",61.35070446596899,11.833284738620906,0.901855,1.0,0.0362+-0.0035,0.7700+-0.0000
6.559612328271735,4.0787376845676695,0.5983070892214475,0.13968209430616144,669,83.30997642020046,85.32784571220444,free,y/s,free,e/h,"1280.26, 263.26",65.46929362818629,12.089006756725132,0.901855,1.0,0.1429+-0.0010,0.0099+-0.0014
5.925263195305941,2.4192552565841337,0.6120713443267441,0.32160313825588344,619,62.292221305457964,67.36179867531666,distr,y/u,free,e/u,"1974.24, 296.01",54.2426172675271,12.019519776159365,0.245656,0.345549,0.7026+-0.0579,0.7307+-0.0047
6.7811289457548565,2.458614942297007,0.7914035749377443,0.27606204499808884,489,50.61713305506538,76.00312938093123,distr,e/u,distr,y/h,"3802.74, 724.22",89.22816774403628,11.70457398757625,0.0169465,0.116203,0.7898+-0.0040,0.0000+-0.0000
5.795191307337742,3.7954471182268743,0.7973969329397514,0.18544536715794263,501,59.04598783326064,73.01582020966453,foc,e/u,distr,e/h,"2446.87, 220.96",74.26132879553523,11.30765963252918,0.000468738,0.0989152,0.9028+-0.0049,0.0161+-0.0024
6.259580280554109,3.4857569503977146,0.7088327087105781,0.3152352963166618,550,85.96285128788624,91.38897572029674,foc,y/u,free,e/h,"4255.88, 701.24",92.70225156003008,11.164088395707317,0.091354,0.191234,0.7699+-0.0013,0.0310+-0.0063
5.975601161617837,2.622548048913763,0.7438902613224461,0.3752418963263283,375,83.49993940079757,40.42336441925701,foc,y/s,free,y/h,"2169.88, 479.88",59.5827363085153,11.75498444977438,0.218743,0.318568,0.3187+-0.0206,0.0155+-0.0155
7.109093297389059,3.0104681631059287,0.5678521270952962,0.3224360306223424,688,82.89066261994466,32.42636380010587,foc,e/h,distr,y/h,"1322.38, 232.98",94.17102035629526,11.681470420493342,0.454976,0.554901,0.0216+-0.0038,0.0224+-0.0051
6.676166646124999,3.682922059271125,0.7159205813933485,0.3951154419171319,651,40.16510684888679,84.96079690521495,free,y/u,distr,y/s,"2264.66, 479.83",79.66393689743865,11.685055625287394,0.0,0.0981446,0.8656+-0.0139,0.0262+-0.0045
6.923917398687061,2.6197134142788183,0.6381733756750888,0.11736132002817945,366,99.68184646265489,49.27213684247202,foc,e/h,distr,e/u,"2346.78, 532.99",56.05892720496797,11.443603866031555,0.000468738,0.0989152,0.0749+-0.0004,0.0000+-0.0000
6.638910683588007,4.364592398031039,0.6115282841768189,0.2610464873193126,543,46.58906999007492,30.492553444651264,free,y/u,distr,y/u,"1637.04, 282.58",96.46205386280144,11.171503860809558,0.0,0.0981446,0.7944+-0.0083,0.8046+-0.0093
6.862780913644308,3.2023438013506813,0.6137684964457707,0.1673094029942281,462,33.32508498605948,89.36771116214257,free,e/u,foc,e/h,"1946.78, 638.47",57.562671437628225,11.22234039480101,0.0,0.0981446,0.6501+-0.0000,0.0000+-0.0000
7.1197633486663605,3.00198460862331,0.6742615788050151,0.282870946026808,589,43.862493973943536,55.83284380582589,distr,e/s,foc,e/h,"2101.99, 328.79",71.94723960678007,11.3054911286197,0.901855,1.0,0.2616+-0.0054,0.0129+-0.0024
5.928501265133519,3.063676359750259,0.6955573481188028,0.10255041356495936,574,74.2837021902855,35.31900367344862,free,e/s,free,e/s,"1150.41, 673.58",60.793364802597246,11.926383258351747,0.901085,0.999531,0.3607+-0.0000,0.2950+-0.0035
5.108894472392192,2.9566950587431395,0.5764185955179627,0.20851923346123036,580,97.92629451625085,46.05354980375567,foc,y/h,foc,y/s,"1015.82, 740.08",41.31272601487733,11.462110713554624,0.0,0.0981446,0.0833+-0.0000,0.0000+-0.0000
6.322967650671788,3.6034483355338214,0.6525177811931139,0.23028634596881414,574,39.88316121168771,61.036688521823336,foc,y/s,free,y/s,"4267.06, 696.13",89.43164124693246,12.3072067931466,0.901855,1.0,0.1689+-0.0181,0.1872+-0.0072
6.821843550855666,4.495400019251111,0.6888352987995973,0.3133691802848264,521,50.12663160949822,37.03103555776724,distr,e/s,foc,y/s,"1477.57, 233.80",30.957839423790286,11.946088727077694,0.493564,0.5935,0.2238+-0.0028,0.0947+-0.0140
7.423440882316659,3.2164518338744914,0.5636869605648771,0.13925920502981898,655,52.72661793911166,56.85269222776044,free,e/h,foc,y/u,"4159.49, 713.59",45.272952881643235,12.362989952803801,0.901855,1.0,0.0328+-0.0012,0.9306+-0.0052
7.325112254966321,2.585703786481108,0.7678529998154712,0.337014011759301,282,91.5962939677803,88.01625521897455,foc,e/h,foc,e/s,"1100.67, 234.01",74.60465316476368,11.802786602190194,0.901855,1.0,0.0293+-0.0026,0.1262+-0.0000
7.356748811902045,4.291247831538153,0.6573490758744294,0.37743316749034983,548,72.53273958032304,79.22909320582134,foc,e/s,distr,e/h,"2274.74, 249.82",62.8169653170119,11.379815335138547,0.901855,1.0,0.3009+-0.0258,0.0177+-0.0001
7.483849076363105,4.051505417570726,0.5727172932029476,0.13029733914680114,321,33.842163627796076,51.786166950468214,distr,y/h,free,y/u,"761.37, 237.49",50.94006253166624,12.21800124849353,0.179362,0.279345,0.0489+-0.0122,0.6500+-0.0000
6.071210846201747,3.2526348042433257,0.6880244785719878,0.38436796098438863,427,60.76821311592029,82.14792093048082,free,y/s,free,e/h,"3201.55, 201.25",75.82778057144793,11.874746771006304,0.901085,0.999531,0.1486+-0.0201,0.0142+-0.0014
6.3668661969270754,4.460907773031798,0.7636411262409742,0.10277093380713062,611,84.57465458630625,72.65664202543928,foc,e/u,foc,y/h,"1853.02, 264.78",60.14296761528648,12.320802470388806,0.0,0.0981446,0.9433+-0.0018,0.0000+-0.0000
7.493623200004795,2.1747703971732744,0.7345176690408142,0.15362732907989055,257,75.09248168657686,68.75653608596619,free,y/u,free,y/s,"2442.71, 338.73",47.76116503258799,11.608839545177824,0.0,0.0981446,0.9382+-0.0013,0.0754+-0.0183
5.318490266064867,2.4101145100610264,0.6954265877913819,0.384514963156284,321,91.6777618136313,80.55450552564415,free,e/s,distr,y/s,"2346.51, 607.33",69.0147221156927,11.755409573144897,0.788539,0.888178,0.2994+-0.0055,0.0614+-0.0194
5.862985631941406,3.8819005953549137,0.5663057661381665,0.12027142130857793,359,99.09989399124895,42.93397238790676,free,e/u,free,y/u,"3777.03, 295.29",63.50427411448834,11.932736200924177,0.0,0.0981446,0.9975+-0.0000,0.0000+-0.0000
6.55048321325863,3.6735294937431195,0.7059334223361442,0.1703450305496922,595,34.175896487991665,72.73501688581163,distr,e/h,free,y/s,"1966.23, 474.93",63.892567761605775,11.424217308459419,0.901855,1.0,0.0417+-0.0007,0.0673+-0.0158
6.552639442862567,3.318759362993567,0.5278517640916751,0.3816505658773285,442,49.85348043832359,80.25942913699022,foc,e/h,distr,e/h,"1445.68, 391.21",39.6908798411445,11.224157685811774,0.742338,0.842098,0.0471+-0.0060,0.0114+-0.0015
7.325128650479157,2.255557031015768,0.5441368485634971,0.2167783046989944,578,93.05061120584435,44.59017662313753,free,e/h,distr,y/u,"1491.28, 427.33",90.16067681762934,11.827484145663515,0.628444,0.72828,0.0237+-0.0031,0.6972+-0.0090
5.917754449882064,3.9896194642590377,0.5213487569413569,0.14544984391237684,477,79.870169262536,40.26261184197538,foc,e/u,foc,y/s,"3192.38, 216.03",56.70082111545167,12.191530619106729,0.0,0.0981446,0.5695+-0.0166,0.0000+-0.0000
5.618217352608513,4.474806400071195,0.5279961842383528,0.24000699276207782,492,39.85509369204356,61.65168462434634,foc,e/h,distr,e/h,"810.39, 702.45",78.49713507242407,11.659442929321338,0.795511,0.895417,0.0311+-0.0047,0.0201+-0.0013
5.789414914438784,4.170009418910252,0.6517124093409078,0.3104679611499722,660,45.287818788768575,88.88084397825094,foc,e/s,free,e/u,"3268.74, 764.97",99.81795951486924,11.941297411218546,0.901855,1.0,0.3469+-0.0158,0.8587+-0.0050
5.429572785392096,2.358067745904072,0.6826863511879137,0.12708068026021863,590,73.8633506024352,98.24229700860911,free,e/s,foc,e/u,"2905.22, 231.31",37.752437646680676,11.793341695705632,0.0,0.0981446,0.6865+-0.0000,0.0000+-0.0000
5.272435975495104,4.074802955411364,0.5771824030813997,0.23440807927250945,529,42.706142859829356,35.040760360493756,foc,e/s,foc,y/h,"2465.21, 621.76",51.61500273693606,11.888530112330699,0.901855,1.0,0.3280+-0.0084,0.0411+-0.0014
7.137160055989016,2.2212084010982927,0.6187229707040622,0.25464809171826885,597,81.65820507970079,71.53586088329641,free,y/s,foc,y/s,"1128.03, 216.33",58.19642326260329,11.517138737620211,0.901855,1.0,0.1188+-0.0065,0.0601+-0.0072
5.328758579368288,3.0235853045177707,0.5107366542127538,0.10724640866367571,482,92.90219271113176,59.30860492540442,free,y/h,distr,e/s,"2031.91, 427.30",33.562572677361395,12.131005682136909,0.0,0.0981446,0.0879+-0.0000,0.0000+-0.0000
7.075634145328163,4.3195157129701665,0.5536525222328511,0.3123054744666917,572,38.04051021955633,75.74865894547901,free,e/u,distr,e/h,"3412.18, 769.41",31.96472549832613,11.356645480377107,0.0,0.0981446,0.9164+-0.0009,0.0121+-0.0048
6.553786366259503,3.1420933062198926,0.7106500944989059,0.10691606936858469,252,51.41793246948365,66.03006839779378,free,y/h,distr,y/u,"3632.21, 752.25",93.08296153639716,12.193455767934838,0.0551815,0.154589,0.0222+-0.0000,0.4882+-0.2143
6.182496290263134,2.3819054926825665,0.7623566362391865,0.15483392435131554,523,38.36511356997231,84.28658374575636,foc,e/u,free,y/h,"2131.88, 468.08",85.61596129674814,12.1397043541797,0.0,0.0981446,0.8106+-0.0134,0.0000+-0.0000
7.1122171636512475,3.3012440596059176,0.6124892134816132,0.1887102686450851,254,59.4309943136424,72.26832013030636,foc,e/h,distr,e/h,"1383.28, 391.18",39.34682389503595,11.127386045986592,0.0,0.0981446,0.0385+-0.0031,0.0190+-0.0010
7.470973594854327,3.1843544034739195,0.632625999298913,0.2318081650563839,258,98.33732274169897,45.12825012374713,free,y/u,free,y/s,"4371.32, 584.05",54.73426038427804,12.008660725352959,0.0,0.0981446,0.8899+-0.0969,0.1208+-0.1208
5.357717417399695,2.126139231454794,0.5414162943177182,0.24019723241175897,641,80.6103310030428,65.13304308317217,foc,y/u,foc,e/u,"2175.80, 374.09",64.2681198624595,11.33067357156429,0.0,0.0981446,0.9950+-0.0000,0.0000+-0.0000
7.04272182411961,2.6722818750067834,0.7590334398356089,0.2705806862245148,308,70.86515812105074,31.60338168508836,foc,e/h,free,e/u,"2126.33, 351.82",52.88566396226851,12.385361333353318,0.901855,1.0,0.0455+-0.0031,0.9165+-0.0029
7.141715431056109,2.226831309946884,0.6561787704210239,0.22386777299378194,322,51.73143608084719,47.63351731240704,free,e/u,free,e/u,"1435.33, 434.67",51.01668525440782,12.085920692795291,0.0,0.0981446,0.8443+-0.0067,0.1598+-0.1598
5.275232488041237,2.8029628454695277,0.5650231469821297,0.32682743330703323,652,76.22782129035261,97.65863985416664,foc,e/s,free,y/s,"283.68, 225.63",39.041072815023114,11.959479785563627,0.0,0.0981446,0.6721+-0.0000,0.0000+-0.0000
6.706051109627324,3.0180910592151755,0.7214567566896358,0.12999906384807697,427,97.94454933253111,69.71137048630334,free,e/u,distr,y/h,"2226.12, 536.90",48.43776645334923,11.680568837825026,0.0,0.0981446,0.9977+-0.0000,0.0000+-0.0000
7.462368141973239,4.023576216717983,0.7876610128839167,0.3176921571015544,393,75.25474402860863,45.91609669079777,distr,e/h,distr,y/u,"1630.23, 335.40",56.96176667209056,11.465289720007412,0.300046,0.399964,0.0137+-0.0019,0.6650+-0.0181
5.326502212505033,3.3047444500256535,0.6358097806535724,0.33791893963452546,379,82.70073885835396,34.41411416201014,free,y/s,free,e/h,"2441.65, 303.71",55.77824271661863,12.205678317683272,0.432781,0.532652,0.2956+-0.1561,0.0121+-0.0002
7.443644312644448,2.243216577288885,0.733490889019745,0.3243196427961189,649,83.382595410753,82.17976221734264,foc,y/u,foc,y/h,"71.23, 644.93",33.00869433272048,12.118115581407494,0.0,0.0981446,0.9939+-0.0000,0.0000+-0.0000
5.612558580414206,3.3535334871506626,0.637364379737354,0.21739825512582947,646,84.58337459469675,46.2680557040678,foc,y/h,distr,y/s,"2853.15, 329.80",65.50220252629661,12.328916771019989,0.699289,0.799034,0.0281+-0.0000,0.0968+-0.0019
7.062721404346663,2.2291543177181925,0.7618447443992783,0.29079847578139983,314,95.47981249120419,60.910022941635,free,e/h,distr,e/s,"3563.09, 264.23",41.420006477257644,11.561946111365607,0.0,0.0981446,0.0635+-0.0107,0.0000+-0.0000
6.805217784863522,3.4986596471318956,0.5504705983367246,0.17147896716756883,299,80.19231190254759,38.04783348581404,free,e/s,distr,e/h,"4382.97, 619.68",96.27633133713258,11.97984016485846,0.0,0.0981446,0.1625+-0.0147,0.0195+-0.0054
6.6673055189632935,3.1245292975383747,0.7061624925814025,0.1797337997267882,364,75.45779457557583,30.839924562111115,foc,e/h,foc,y/s,"2566.07, 545.17",34.66380952718594,12.2041568131338,0.0,0.0981446,0.0756+-0.0070,0.0000+-0.0000
5.908526518681954,2.875182687301488,0.6683437870911081,0.17119915477959943,649,52.8128582567192,54.90892848465484,foc,y/s,free,y/h,"1659.76, 325.39",90.45811891495246,11.398822703850952,0.901085,0.999531,0.1577+-0.0497,0.0181+-0.0002
6.344905178712254,2.4569595236577264,0.7013719250657591,0.22612329045117338,621,39.09000956920628,39.55566673069586,foc,e/u,foc,e/h,"2864.53, 306.69",38.11481568154914,12.361053060120595,0.282956,0.382804,0.9266+-0.0063,0.0344+-0.0018
5.267135762944188,2.0831534550007045,0.7360597294417566,0.1648706003091085,539,71.30702263865916,72.31743227537044,foc,y/h,distr,y/u,"3020.64, 320.21",84.23538695788417,12.323439408457876,0.778365,0.878186,0.0317+-0.0005,0.4692+-0.0462
